pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_2.started,Fixation.started,Line1.started,Line2.started,Line3.started,Line4.started,Fixation.stopped,Probe.started,key_resp_2.started,routine_2.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,37,2,150,2,,,,,602.6889408000279,,602.6761560000014,602.6889408000279,603.6883446000284,603.6883446000284,603.6883446000284,603.6883446000284,603.6883446000284,604.6874066999881,604.6874066999881,608.9522865000181,x,0,4.254513199906796,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,37,3,151,3,,,,,608.9672854000237,,608.9541326999897,608.9672854000237,609.9661929999711,609.9661929999711,609.9661929999711,609.9661929999711,609.9830741999904,610.9655029999558,610.9655029999558,612.4993593000108,z,1,1.522984000039287,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,38,0,152,0,,,,,612.5144953000126,,612.5012208999833,612.5144953000126,613.5134432999184,613.5134432999184,613.5134432999184,613.5134432999184,613.5300985999638,614.512627499993,614.512627499993,615.7302298999857,c,0,1.2129439000273123,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,38,1,153,1,,,,,615.7450127999764,,615.7319799999241,615.7450127999764,616.7440184999723,616.7440184999723,616.7440184999723,616.7440184999723,616.7440184999723,617.7433615999762,617.7433615999762,619.0774974999949,v,1,1.3316226000897586,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,38,2,154,2,,,,,619.0921838999493,,619.0792989999754,619.0921838999493,620.0912622999167,620.0912622999167,620.0912622999167,620.0912622999167,620.0912622999167,621.0905197999673,621.0905197999673,622.4405161999166,x,0,1.3437097000423819,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,38,3,155,3,,,,,622.4560008000117,,622.4420139000285,622.4560008000117,623.4554576999508,623.4554576999508,623.4554576999508,623.4554576999508,623.4554576999508,624.4544292999199,624.4544292999199,626.1382975999732,z,1,1.667121300008148,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,39,0,156,0,,,,,626.1530538999941,,626.1400524999481,626.1530538999941,627.152211299981,627.152211299981,627.152211299981,627.152211299981,627.152211299981,628.1521534000058,628.1521534000058,629.6518357999157,c,0,1.4822317999787629,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,39,1,157,1,,,,,629.6671039999928,,629.6533591999905,629.6671039999928,630.6663127000211,630.6663127000211,630.6663127000211,630.6663127000211,630.6829938999144,631.6651453999802,631.6651453999802,634.2148844000185,v,1,2.5447305999696255,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,39,2,158,2,,,,,634.2298772999784,,634.2166773999343,634.2298772999784,635.2287830000278,635.2287830000278,635.2287830000278,635.2287830000278,635.2287830000278,636.2280423999764,636.2280423999764,637.9114833999192,x,0,1.6737025000620633,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,39,3,159,3,,,,,637.9265159999486,,637.9132545000175,637.9265159999486,638.925940599991,638.925940599991,638.925940599991,638.925940599991,638.925940599991,639.9252186999656,639.9252186999656,641.4089953999501,z,1,1.4731726000318304,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,40,0,160,0,,,,,641.4239057999803,,641.4107316000154,641.4239057999803,642.4238218999235,642.4238218999235,642.4238218999235,642.4238218999235,642.4238218999235,643.4227950000204,643.4227950000204,644.5900535000255,c,0,1.1598797999322414,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,40,1,161,1,,,,,644.6044951999793,,644.591806499986,644.6044951999793,645.6038819999667,645.6038819999667,645.6038819999667,645.6038819999667,645.6038819999667,646.6027760999277,646.6027760999277,648.9531755999196,v,1,2.3483273000456393,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,40,2,162,2,,,,,648.967644099961,,648.9549621000187,648.967644099961,649.9668258000165,649.9668258000165,649.9668258000165,649.9668258000165,649.9668258000165,650.9663266999414,650.9663266999414,652.01685549994,x,0,1.047973099979572,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,40,3,163,3,,,,,652.0316348000197,,652.0186424999265,652.0316348000197,653.0310376000125,653.0310376000125,653.0310376000125,653.0310376000125,653.0310376000125,654.0300201999489,654.0300201999489,655.630369600025,z,1,1.5923180999234319,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,41,0,164,0,,,,,655.6454377999762,,655.6321183999535,655.6454377999762,656.6448453000048,656.6448453000048,656.6448453000048,656.6448453000048,656.6448453000048,657.6440981000196,657.6440981000196,658.7108018000145,c,0,1.055877499980852,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,41,1,165,1,,,,,658.7260991999647,,658.7127692999784,658.7260991999647,659.7256403999636,659.7256403999636,659.7256403999636,659.7256403999636,659.7256403999636,660.7247342999326,660.7247342999326,661.8585403999314,v,1,1.1262781999539584,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,41,2,166,2,,,,,661.8736404000083,,661.8602852999466,661.8736404000083,662.8731141999597,662.8731141999597,662.8731141999597,662.8731141999597,662.8731141999597,663.8720465999795,663.8720465999795,665.0558805000037,x,0,1.170913599897176,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,41,3,167,3,,,,,665.0713760999497,,665.0576676999917,665.0713760999497,666.0701062999433,666.0701062999433,666.0701062999433,666.0701062999433,666.0868989999872,667.0695728999563,667.0695728999563,668.3196594999172,z,1,1.2380737999919802,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,42,0,168,0,,,,,668.3348285999382,,668.3214050999377,668.3348285999382,669.3345283999806,669.3345283999806,669.3345283999806,669.3345283999806,669.3345283999806,670.3334560999647,670.3334560999647,672.0840822999598,c,0,1.7345038000494242,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,42,1,169,1,,,,,672.0990607999265,,672.0858362999279,672.0990607999265,673.0980438999832,673.0980438999832,673.0980438999832,673.0980438999832,673.1143409999786,674.0974225000245,674.0974225000245,676.6801896999823,v,1,2.576281200046651,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,42,2,170,2,,,,,676.6948829999892,,676.6819461999694,676.6948829999892,677.6939734999323,677.6939734999323,677.6939734999323,677.6939734999323,677.6939734999323,678.6933636999456,678.6933636999456,680.0278033999493,x,0,1.3294081999920309,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,42,3,171,3,,,,,680.0422069999622,,680.0295555000193,680.0422069999622,681.0414046000224,681.0414046000224,681.0414046000224,681.0414046000224,681.0414046000224,682.0404422000283,682.0404422000283,683.7571782999439,z,1,1.7067920999834314,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,43,0,172,0,,,,,683.7722164000152,,683.758958099992,683.7722164000152,684.7715608999133,684.7715608999133,684.7715608999133,684.7715608999133,684.7715608999133,685.7706408000086,685.7706408000086,687.4539117999375,c,0,1.6742014000192285,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,43,1,173,1,,,,,687.4692691999953,,687.4557014999446,687.4692691999953,688.4685651999898,688.4685651999898,688.4685651999898,688.4685651999898,688.4685651999898,689.4679362999741,689.4679362999741,691.0678790999809,v,1,1.5872445999411866,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,43,2,174,2,,,,,691.0831784999464,,691.0693964000093,691.0831784999464,692.0823847999563,692.0823847999563,692.0823847999563,692.0823847999563,692.0823847999563,693.0809070999967,693.0809070999967,694.5487617999315,x,0,1.4559841000009328,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,43,3,175,3,,,,,694.563674199977,,694.5505382999545,694.563674199977,695.5626108000288,695.5626108000288,695.5626108000288,695.5626108000288,695.5626108000288,696.5621094999369,696.5621094999369,698.6117046999279,z,1,2.0360608000773937,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,44,0,176,0,,,,,698.6268091999227,,698.6134560999926,698.6268091999227,699.6261237999424,699.6261237999424,699.6261237999424,699.6261237999424,699.6261237999424,700.6252232999541,700.6252232999541,702.4751718000043,c,0,1.832917800056748,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,44,1,177,1,,,,,702.4902004000032,,702.4772393999156,702.4902004000032,703.4894442999503,703.4894442999503,703.4894442999503,703.4894442999503,703.4894442999503,704.4885208000196,704.4885208000196,706.0221268999157,v,1,1.52883159997873,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,44,2,178,2,,,,,706.037623399985,,706.023889199947,706.037623399985,707.0365648999577,707.0365648999577,707.0365648999577,707.0365648999577,707.0365648999577,708.0357053999323,708.0357053999323,709.9358157999814,x,0,1.8912306000711396,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,44,3,179,3,,,,,709.9504469999811,,709.9374711000128,709.9504469999811,710.9502455999609,710.9502455999609,710.9502455999609,710.9502455999609,710.9502455999609,711.9493695999263,711.9493695999263,713.6000580999535,z,1,1.6435471000149846,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,45,0,180,0,,,,,713.6145465999143,,713.6020075000124,713.6145465999143,714.6139732999727,714.6139732999727,714.6139732999727,714.6139732999727,714.6139732999727,715.6132594000082,715.6132594000082,717.2459497000091,c,0,1.6278124999953434,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,45,1,181,1,,,,,717.2612267999211,,717.2473203999689,717.2612267999211,718.2609282999765,718.2609282999765,718.2609282999765,718.2609282999765,718.2609282999765,719.2593014999293,719.2593014999293,720.4275496000191,v,1,1.1617789999581873,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,45,2,182,2,,,,,720.4424330999609,,720.4293404999189,720.4424330999609,721.4416012999136,721.4416012999136,721.4416012999136,721.4416012999136,721.4416012999136,722.4407422000077,722.4407422000077,723.5585771999322,x,0,1.102726300014183,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,45,3,183,3,,,,,723.5730964000104,,723.560329400003,723.5730964000104,724.5722019999521,724.5722019999521,724.5722019999521,724.5722019999521,724.5722019999521,725.5714204999385,725.5714204999385,727.5544613000238,z,1,1.9780289999907836,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,46,0,184,0,,,,,727.5692042999435,,727.5558163999813,727.5692042999435,728.5690423999913,728.5690423999913,728.5690423999913,728.5690423999913,728.5690423999913,729.5683079999872,729.5683079999872,730.8513904999709,c,0,1.2814815000165254,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,46,1,185,1,,,,,730.8660593000241,,730.8529696000041,730.8660593000241,731.8661767999874,731.8661767999874,731.8661767999874,731.8661767999874,731.8661767999874,732.8652472000103,732.8652472000103,733.9830898999935,v,1,1.1134766999166459,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,46,2,186,2,,,,,733.9976205999264,,733.984924599994,733.9976205999264,734.9969329999294,734.9969329999294,734.9969329999294,734.9969329999294,734.9969329999294,735.9962942999555,735.9962942999555,737.4967567999847,x,0,1.4936102000065148,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,46,3,187,3,,,,,737.511559400009,,737.4985155999893,737.511559400009,738.5108059999766,738.5108059999766,738.5108059999766,738.5108059999766,738.5108059999766,739.5098318000091,739.5098318000091,740.9105775000062,z,1,1.3975743000628427,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,47,0,188,0,,,,,740.925692699966,,740.9123840000248,740.925692699966,741.9247021999909,741.9247021999909,741.9247021999909,741.9247021999909,741.9412586999824,742.9229944000253,742.9229944000253,743.8582896000007,c,0,0.9270882999990135,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,47,1,189,1,,,,,743.8730118999956,,743.8600415999535,743.8730118999956,744.8719214999583,744.8719214999583,744.8719214999583,744.8719214999583,744.8719214999583,745.8714700000128,745.8714700000128,747.3047504000133,v,1,1.4170378999551758,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,47,2,190,2,,,,,747.3199211999308,,747.3060901999706,747.3199211999308,748.3200101000257,748.3200101000257,748.3200101000257,748.3200101000257,748.3200101000257,749.318579099956,749.318579099956,751.3517738999799,x,0,2.02767939993646,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,47,3,191,3,,,,,751.366762300022,,751.3535292999586,751.366762300022,752.3660174999386,752.3660174999386,752.3660174999386,752.3660174999386,752.3660174999386,753.3655735999346,753.3655735999346,754.9985599999782,z,1,1.630968099925667,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,48,0,192,0,,,,,755.0136659999844,,755.0002038999228,755.0136659999844,756.0130721000023,756.0130721000023,756.0130721000023,756.0130721000023,756.0130721000023,757.0123997000046,757.0123997000046,758.0466591999866,c,0,1.0168461999855936,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,48,1,193,1,,,,,758.0620477999328,,758.0484422999434,758.0620477999328,759.0604238000233,759.0604238000233,759.0604238000233,759.0604238000233,759.0777264999924,760.0597463999875,760.0597463999875,762.4929508999921,v,1,2.4234626999823377,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,48,2,194,2,,,,,762.5077889999375,,762.4947125000181,762.5077889999375,763.5070850999327,763.5070850999327,763.5070850999327,763.5070850999327,763.5070850999327,764.506214199937,764.506214199937,766.056107499986,x,0,1.5337979999603704,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,48,3,195,3,,,,,766.0713297999464,,766.0578928999603,766.0713297999464,767.070761699928,767.070761699928,767.070761699928,767.070761699928,767.070761699928,768.0692172999261,768.0692172999261,770.6191347999265,z,1,2.5357354000443593,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,49,0,196,0,,,,,770.6342607999686,,770.6206329999259,770.6342607999686,771.633707699948,771.633707699948,771.633707699948,771.633707699948,771.633707699948,772.6326359999366,772.6326359999366,773.9664537999779,c,0,1.3187899000477046,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,49,1,197,1,,,,,773.9813005999895,,773.9682031000266,773.9813005999895,774.9804198999191,774.9804198999191,774.9804198999191,774.9804198999191,774.9804198999191,775.9797987999627,775.9797987999627,777.2141099999426,v,1,1.2266266000224277,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,49,2,198,2,,,,,777.2290644999593,,777.2158626000164,777.2290644999593,778.2282786000287,778.2282786000287,778.2282786000287,778.2282786000287,778.2282786000287,779.2270817999961,779.2270817999961,780.3280854999321,x,0,1.0979213999817148,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,49,3,199,3,,,,,780.3429798999568,,780.3299303000094,780.3429798999568,781.3421062999405,781.3421062999405,781.3421062999405,781.3421062999405,781.3421062999405,782.3415021999972,782.3415021999972,783.308760899934,z,1,0.9505273000104353,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,,,,,0,0,0,2,783.3268833999755,,,,,,,,,,,,,,,,783.3207443999127,783.3268833999755,784.3232739999657,784.3232739999657,784.3232739999657,784.3232739999657,784.3397614000132,785.3225225999486,785.3225225999486,787.3558453000151,x,0,2.029448200017214,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,,,,,0,1,1,2,787.3706669999519,,,,,,,,,,,,,,,,787.3585773999803,787.3706669999519,788.3698006999912,788.3698006999912,788.3698006999912,788.3698006999912,788.3698006999912,789.3689361999277,789.3689361999277,790.3863083999604,x,0,1.0083031000103801,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,,,,,0,2,2,1,790.401642999961,,,,,,,,,,,,,,,,790.3880788999377,790.401642999961,791.4005805000197,791.4005805000197,791.4005805000197,791.4005805000197,791.4005805000197,792.3995789999608,792.3995789999608,793.7834399000276,v,1,1.3719964999472722,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,,,,,0,3,3,0,793.7984201000072,,,,,,,,,,,,,,,,793.7852875000099,793.7984201000072,794.7980083000148,794.7980083000148,794.7980083000148,794.7980083000148,794.7980083000148,795.7971841000253,795.7971841000253,797.5802399999229,c,0,1.7703222000272945,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,,,,,1,0,4,2,797.5955085000023,,,,,,,,,,,,,,,,797.5817867999431,797.5955085000023,798.5947757000104,798.5947757000104,798.5947757000104,798.5947757000104,798.5947757000104,799.5940854999935,799.5940854999935,800.910734099918,x,0,1.2991523999953642,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,,,,,1,1,5,2,800.9259266000008,,,,,,,,,,,,,,,,800.9124915000284,800.9259266000008,801.9254142999416,801.9254142999416,801.9254142999416,801.9254142999416,801.9254142999416,802.9246014999226,802.9246014999226,804.2248730999418,x,0,1.2954928999533877,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,,,,,1,2,6,2,804.240106799989,,,,,,,,,,,,,,,,804.2266832999885,804.240106799989,805.2394406999229,805.2394406999229,805.2394406999229,805.2394406999229,805.2394406999229,806.2384917999152,806.2384917999152,806.9560613000067,x,0,0.7071008000057191,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,,,,,1,3,7,0,806.970915599959,,,,,,,,,,,,,,,,806.9578621999826,806.970915599959,807.9703488999512,807.9703488999512,807.9703488999512,807.9703488999512,807.9703488999512,808.969387399964,808.969387399964,810.5531866999809,c,0,1.5663483999669552,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,,,,,2,0,8,2,810.5683888000203,,,,,,,,,,,,,,,,810.5553986999439,810.5683888000203,811.5675628000172,811.5675628000172,811.5675628000172,811.5675628000172,811.5675628000172,812.5665032999823,812.5665032999823,813.9166979999281,x,0,1.3476605000905693,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,,,,,2,1,9,1,813.9318216999527,,,,,,,,,,,,,,,,813.9184560999274,813.9318216999527,814.931395499967,814.931395499967,814.931395499967,814.931395499967,814.931395499967,815.9303477000212,815.9303477000212,817.1808805000037,v,1,1.2393466000212356,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,,,,,2,2,10,1,817.1963254999137,,,,,,,,,,,,,,,,817.1827064999379,817.1963254999137,818.1952903999481,818.1952903999481,818.1952903999481,818.1952903999481,818.2116947999457,819.1939431999344,819.1939431999344,820.3116196999326,v,1,1.1050681000342593,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,,,,,2,3,11,1,820.3267040000064,,,,,,,,,,,,,,,,820.3136351000285,820.3267040000064,821.3263100999175,821.3263100999175,821.3263100999175,821.3263100999175,821.3263100999175,822.3251762000145,822.3251762000145,823.3095300999703,v,1,0.9772315999725834,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,,,,,3,0,12,2,823.3244834999787,,,,,,,,,,,,,,,,823.3112804000266,823.3244834999787,824.323736499995,824.323736499995,824.323736499995,824.323736499995,824.340292399982,825.3231760999188,825.3231760999188,826.590123699978,x,0,1.2566383000230417,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,,,,,3,1,13,1,826.6052154999925,,,,,,,,,,,,,,,,826.5919181000208,826.6052154999925,827.6041937000118,827.6041937000118,827.6041937000118,827.6041937000118,827.6041937000118,828.6033337999834,828.6033337999834,829.7205204999773,v,1,1.1062368999700993,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,,,,,3,2,14,2,829.7358962999424,,,,,,,,,,,,,,,,829.7221362999408,829.7358962999424,830.734810099937,830.734810099937,830.734810099937,830.734810099937,830.734810099937,831.7340995999984,831.7340995999984,832.8679988000076,x,0,1.130152600002475,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,,,,,3,3,15,2,832.8829456999665,,,,,,,,,,,,,,,,832.8699483999517,832.8829456999665,833.8824356999248,833.8824356999248,833.8824356999248,833.8824356999248,833.8824356999248,834.8815614000196,834.8815614000196,835.9821826999541,x,0,1.0947110999841243,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,,,,,4,0,16,1,835.9970937999897,,,,,,,,,,,,,,,,835.9839887999697,835.9970937999897,836.9964675999945,836.9964675999945,836.9964675999945,836.9964675999945,836.9964675999945,837.9957973000128,837.9957973000128,839.5290963000152,v,1,1.5237856999738142,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,,,,,4,1,17,0,839.5441651999718,,,,,,,,,,,,,,,,839.5309230999555,839.5441651999718,840.5438210000284,840.5438210000284,840.5438210000284,840.5438210000284,840.5438210000284,841.5428437999217,841.5428437999217,843.2758730999194,c,0,1.7233891000505537,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,,,,,4,2,18,1,843.2908848000225,,,,,,,,,,,,,,,,843.277621999965,843.2908848000225,844.2905198999215,844.2905198999215,844.2905198999215,844.2905198999215,844.2905198999215,845.2895657999907,845.2895657999907,847.7395253999857,v,1,2.44559339992702,None,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
